text,mood,screen_hours,burnout_risk
Alhamdulillah. So energetic!,Low,0.6847229471474106,14
peaceful aur bohot khush hoon.,Low,0.5997050084564663,33
din acha guzra. Alhamdulillah sub set hai.,Low,3.5750268938451706,29
great day aur bohot khush hoon.,Low,3.969663834847181,13
socially fulfilled aur bohot khush hoon.,Low,0.8047357666552806,9
motivated aur din acha guzra.,Low,0.746520872210823,12
good workout. So energetic!,Low,2.2796430367934186,13
good workout. Happy life.,Low,3.8558567142858005,25
Alhamdulillah. Feeling good.,Low,3.214796515305764,27
MashaAllah sub theek hai. Bohat maza aya.,Low,0.6186084017111222,35
studied well aur sukoon hai aaj.,Low,2.4998687926313394,30
great day. Feeling good.,Low,1.8801584349529143,8
zindagi khoobsurat hai. Bohat maza aya.,Low,3.4607449415503386,29
Alhamdulillah. So energetic!,Low,3.224803180433022,34
socially fulfilled. So energetic!,Low,1.075737453394653,20
motivated aur sub kuxh theek hai.,Low,3.773942926240919,21
good workout aur sukoon hai aaj.,Low,1.3140067561219761,32
din acha guzra. Sukoon mil raha hai.,Low,3.4655798955979313,17
socially fulfilled. So energetic!,Low,1.5469967168906233,9
great day aur zindagi khoobsurat hai.,Low,3.3845427537220316,6
great day aur bohot khush hoon.,Low,3.263909252705235,31
sukoon hai aaj. Sukoon mil raha hai.,Low,2.6239574071759795,21
good workout aur zindagi khoobsurat hai.,Low,0.8262617258712512,26
din acha guzra. Sukoon mil raha hai.,Low,3.5215287388623575,21
productive. So energetic!,Low,3.635011472704651,29
happy aur MashaAllah sub theek hai.,Low,1.08966507164437,13
din acha guzra. Sukoon mil raha hai.,Low,1.6575785969190013,28
great day. Happy life.,Low,1.245717645913444,18
good workout. Happy life.,Low,0.862064085460307,26
great day. Happy life.,Low,0.3324874196731433,28
socially fulfilled aur sukoon hai aaj.,Low,0.03704711659765003,12
socially fulfilled aur zindagi khoobsurat hai.,Low,1.869808602914139,18
din acha guzra. Alhamdulillah sub set hai.,Low,0.6625078552468686,33
productive aur zindagi khoobsurat hai.,Low,0.3275756301353483,30
great day. Feeling good.,Low,1.192009164236063,35
socially fulfilled. Happy life.,Low,3.890700150820707,28
great day aur din acha guzra.,Low,3.032322204688583,30
studied well. Feeling good.,Low,3.5758829497879754,19
kaam pura ho gaya. Sukoon mil raha hai.,Low,3.410762835309464,30
motivated. Feeling good.,Low,1.768437476870314,27
productive. Feeling good.,Low,1.771372247500763,10
productive. So energetic!,Low,1.6017878515148674,23
great day. So energetic!,Low,3.905505885623112,20
happy aur sub kuxh theek hai.,Low,1.9401380828997752,24
Alhamdulillah. So energetic!,Low,2.4852342366338274,21
Alhamdulillah aur sub kuxh theek hai.,Low,3.050578847306648,35
sub kuxh theek hai. Bohat maza aya.,Low,2.1224274100369,22
peaceful. So energetic!,Low,2.696951341269476,21
motivated. Feeling good.,Low,0.04841401468610096,14
studied well aur MashaAllah sub theek hai.,Low,3.1814601323525746,8
motivated. So energetic!,Low,3.323407231422483,10
studied well aur sukoon hai aaj.,Low,3.3648452474337325,32
happy aur MashaAllah sub theek hai.,Low,1.9016089147666113,32
productive. Feeling good.,Low,3.38495434861627,21
sub kuxh theek hai. Bohat maza aya.,Low,0.4692062707377582,29
studied well aur bohot khush hoon.,Low,0.04214342868375942,8
sukoon hai aaj. Alhamdulillah sub set hai.,Low,3.5054133254277753,8
productive. Feeling good.,Low,3.6835206647326366,6
motivated. Feeling good.,Low,1.435104152443138,16
MashaAllah sub theek hai. Alhamdulillah sub set hai.,Low,2.47964612183283,7
happy. Feeling good.,Low,3.135238792007318,33
productive aur bohot khush hoon.,Low,0.054751703257148066,22
Alhamdulillah. Feeling good.,Low,2.459495662379249,34
studied well aur bohot khush hoon.,Low,2.183549174468743,35
studied well. Happy life.,Low,0.5052831615326574,19
zindagi khoobsurat hai. Bohat maza aya.,Low,3.018727161445974,6
socially fulfilled. Feeling good.,Low,3.19894117825397,6
good workout. So energetic!,Low,0.007287088158692168,16
productive aur sukoon hai aaj.,Low,1.3082636893397073,19
great day. So energetic!,Low,1.5415249106953044,28
socially fulfilled aur zindagi khoobsurat hai.,Low,0.07133145900188254,27
bohot khush hoon. Sukoon mil raha hai.,Low,1.7356870501326584,26
peaceful aur sub kuxh theek hai.,Low,3.3086627523830283,7
peaceful. Happy life.,Low,0.8297526679687848,29
studied well aur zindagi khoobsurat hai.,Low,3.204807838512849,13
bohot khush hoon. Bohat maza aya.,Low,1.113170840565345,5
motivated aur bohot khush hoon.,Low,3.2530661688484814,34
sukoon hai aaj. Alhamdulillah sub set hai.,Low,0.9047368021269389,18
bohot khush hoon. Bohat maza aya.,Low,1.6679948604719117,11
productive. So energetic!,Low,2.0656325009033703,26
kaam pura ho gaya. Sukoon mil raha hai.,Low,0.08988034470192119,32
bohot khush hoon. Alhamdulillah sub set hai.,Low,0.12385980580992983,5
bohot khush hoon. Sukoon mil raha hai.,Low,1.6734623958553039,10
socially fulfilled aur bohot khush hoon.,Low,1.867133945068526,21
Alhamdulillah aur din acha guzra.,Low,0.4761571907646611,8
socially fulfilled aur MashaAllah sub theek hai.,Low,1.3928718375641411,22
happy aur sukoon hai aaj.,Low,2.105429861027504,34
bohot khush hoon. Alhamdulillah sub set hai.,Low,1.2416687318371573,34
kaam pura ho gaya. Bohat maza aya.,Low,0.7438532252529915,13
happy aur din acha guzra.,Low,1.0054959809200534,12
bohot khush hoon. Sukoon mil raha hai.,Low,2.1825584198130557,8
productive aur din acha guzra.,Low,3.56043966084023,31
peaceful aur zindagi khoobsurat hai.,Low,1.4152494997065208,17
happy aur bohot khush hoon.,Low,3.287938626969959,28
studied well. So energetic!,Low,1.9899666752635343,19
happy. Feeling good.,Low,1.0207729483296473,5
Alhamdulillah. Happy life.,Low,0.46785625872627046,31
socially fulfilled. So energetic!,Low,2.174538820906014,15
great day. So energetic!,Low,0.971595676412278,16
peaceful aur bohot khush hoon.,Low,2.641483532097349,12
motivated. Feeling good.,Low,2.7375597348748415,13
studied well aur aaj maza aya.,Low,1.6220783357230455,31
productive. So energetic!,Low,2.5789457811556207,30
great day. So energetic!,Low,1.2655355319829642,26
din acha guzra. Sukoon mil raha hai.,Low,0.17562201500471275,18
happy aur MashaAllah sub theek hai.,Low,0.1753515511531547,13
socially fulfilled aur MashaAllah sub theek hai.,Low,1.5208529601107434,19
Alhamdulillah. Happy life.,Low,3.6740183659918744,5
motivated. So energetic!,Low,0.13380382899635368,11
kaam pura ho gaya. Bohat maza aya.,Low,3.937993388353996,6
studied well aur din acha guzra.,Low,3.2376322507897717,25
motivated aur MashaAllah sub theek hai.,Low,0.12196599709989675,20
